amenity,lat,lon,name,category,amnt_id,neighbourhood
cafe,49.263668060302734,-123.14851379394531,Solaris Coffee,Food,2314,Kitsilano
restaurant,49.263851165771484,-123.14485168457031,Denny's,Food,2315,Fairview
cafe,49.263545989990234,-123.14439392089844,Starbucks,Food,2316,Fairview
pub,49.26382827758789,-123.14167785644531,Storm Crow Alehouse,Nightlife,2317,Fairview
cafe,49.28324890136719,-123.11640167236328,Xing Fu Tang,Food,2318,Central Business District
bicycle_rental,49.27727508544922,-123.08734893798828,Hawks & Union,Transportation,2319,Strathcona
bicycle_rental,49.27921676635742,-123.08749389648438,Keefer & Hawks,Transportation,2320,Strathcona
fast_food,49.26267623901367,-123.09044647216797,Subway,Food,2321,Mount Pleasant
restaurant,49.290260314941406,-123.13388061523438,Guu ​with Garlic,Food,2322,West End
cafe,49.2591438293457,-123.10083770751953,49th Parallel Café & Lucky's Donuts,Food,2323,Mount Pleasant
cafe,49.258522033691406,-123.10088348388672,Starbucks,Food,2324,Mount Pleasant
restaurant,49.24122619628906,-123.10165405273438,Long's Noodle House,Food,2325,Riley Park
cafe,49.265472412109375,-123.1358871459961,Wicked Cafe,Food,2326,Fairview
bank,49.26368713378906,-123.13397216796875,Canadian Western Bank,Business,2327,Fairview
place_of_worship,49.237098693847656,-123.1218032836914,Oakridge Adventist Chruch,Attraction,2328,South Cambie
place_of_worship,49.28163146972656,-123.10369873046875,Potters Place Mission,Attraction,2329,Central Business District
fast_food,49.280460357666016,-123.12190246582031,Subway,Food,2330,Central Business District
restaurant,49.282833099365234,-123.11541748046875,Peaceful Restaurant,Food,2331,Central Business District
bar,49.28520202636719,-123.12034606933594,Grain Tasting Bar,Nightlife,2332,Central Business District
restaurant,49.2688102722168,-123.04487609863281,Thai Son Restaurant,Food,2333,Hastings-Sunrise
restaurant,49.22574996948242,-123.06621551513672,Weirdo Cafe,Food,2334,Victoria-Fraserview
restaurant,49.231773376464844,-123.03004455566406,Kuan Zhai Road Restaurant,Food,2335,Killarney
cafe,49.231693267822266,-123.02963256835938,Jenjudan,Food,2336,Renfrew-Collingwood
restaurant,49.27553176879883,-123.12201690673828,Tavern,Food,2337,Central Business District
studio,49.2664794921875,-123.11103820800781,The Beaumont Studios,Business,2338,Mount Pleasant
place_of_worship,49.277042388916016,-123.12480163574219,Trinity Central,Attraction,2339,Central Business District
bicycle_rental,49.27033233642578,-123.10273742675781,Quebec & 1st,Transportation,2340,Mount Pleasant
cafe,49.247344970703125,-123.10094451904297,Trafiq,Food,2341,Riley Park
cafe,49.31342697143555,-123.07735443115234,Starbucks,Food,2342,Grandview-Woodland
restaurant,49.266109466552734,-123.06986236572266,Tangent Cafe,Food,2343,Grandview-Woodland
bank,49.273258209228516,-123.12065124511719,Coast Capital Savings,Business,2344,Central Business District
restaurant,49.257286071777344,-123.12698364257812,De Dutch,Food,2345,Fairview
cafe,49.25699996948242,-123.12702178955078,16th Avenue Cafe,Food,2346,South Cambie
restaurant,49.257991790771484,-123.12716674804688,Kai Sushi Bar,Food,2347,Fairview
police,49.258975982666016,-123.23839569091797,University RCMP,Business,2348,West Point Grey
restaurant,49.269447326660156,-123.14070892333984,Apollinia,Food,2349,Fairview
theatre,49.27820587158203,-123.11341094970703,Frankie's Jazz Club,Attraction,2350,Central Business District
pub,49.270572662353516,-123.10638427734375,Craft Restaurant & Bar,Nightlife,2351,Mount Pleasant
boat_rental,49.274993896484375,-123.19929504394531,Jericho Beach Kayak Centre,Transportation,2352,West Point Grey
boat_rental,49.27557373046875,-123.20134735107422,Windsure Adventure Watersports,Transportation,2353,West Point Grey
boat_rental,49.27640151977539,-123.1524887084961,Vancouver Water Adventures,Transportation,2354,Kitsilano
cafe,49.28575897216797,-123.1116714477539,Starbucks,Food,2355,Central Business District
restaurant,49.28539276123047,-123.11140441894531,Rogue Kitchen & Wetbar,Food,2356,Central Business District
bar,49.27969741821289,-123.13040161132812,Numbers,Nightlife,2357,West End
car_rental,49.27046585083008,-123.14302062988281,Enterprise,Transportation,2358,Fairview
bank,49.26347351074219,-123.13912963867188,CTC Bank Of Canada,Business,2359,Fairview
restaurant,49.263427734375,-123.1396255493164,Cactus Club Cafe,Food,2360,Fairview
fast_food,49.27628707885742,-123.21490478515625,Spanish Banks East Concession,Food,2361,West Point Grey
restaurant,49.279972076416016,-123.12531280517578,Guu Garden,Food,2362,Central Business District
fast_food,49.23592758178711,-123.04471588134766,Dairy Queen,Food,2363,Renfrew-Collingwood
place_of_worship,49.23564910888672,-123.04410552978516,Fu-Niu Buddhist Temple,Attraction,2364,Renfrew-Collingwood
restaurant,49.27503967285156,-123.1211166381836,Milssam Tacorea,Food,2365,Central Business District
restaurant,49.256893157958984,-123.08922576904297,Sal y Limon,Food,2366,Mount Pleasant
restaurant,49.26408004760742,-123.18606567382812,Baru,Food,2367,West Point Grey
cafe,49.311641693115234,-123.0784683227539,West of Java Cafe,Food,2368,Strathcona
restaurant,49.263790130615234,-123.13967895507812,Lin Chinese Cuisine And Tea House,Food,2369,Fairview
restaurant,49.281494140625,-123.13314819335938,Dosa and Curry on Davie,Food,2370,West End
bicycle_rental,49.2675895690918,-123.09467315673828,Thornton & 1st,Transportation,2371,Strathcona
bank,49.285606384277344,-123.1222152709961,Coast Capital Savings,Business,2372,Central Business District
pub,49.277767181396484,-123.09892272949219,The Union,Nightlife,2373,Strathcona
cafe,49.28603744506836,-123.12303161621094,49th Parallel Café & Lucky's Doughnuts,Food,2374,Central Business District
restaurant,49.28099060058594,-123.06111145019531,IPOH Asian House,Food,2375,Grandview-Woodland
restaurant,49.27867889404297,-123.11538696289062,Tacos & Cantina,Food,2376,Central Business District
cafe,49.27436447143555,-123.12686920166016,Doux Crêpes,Food,2377,Central Business District
fast_food,49.280826568603516,-123.12478637695312,One Saigon,Food,2378,Central Business District
bank,49.28014373779297,-123.1252212524414,RBC,Business,2379,Central Business District
restaurant,49.26449203491211,-123.10116577148438,Rumpus Room,Food,2380,Mount Pleasant
casino,49.28554153442383,-123.04019927978516,Casino Slots & Gaming Floor at Hastings Racecourse,Leisure,2381,Hastings-Sunrise
bicycle_rental,49.27556228637695,-123.10275268554688,Creekside Park North,Transportation,2382,Central Business District
cafe,49.28759002685547,-123.12162017822266,Tim Hortons,Food,2383,Central Business District
fast_food,49.286617279052734,-123.12096405029297,Triple O's,Food,2384,Central Business District
restaurant,49.28754806518555,-123.12104034423828,Heritage Asian Eatery,Food,2385,Central Business District
restaurant,49.2873649597168,-123.12167358398438,Indian Delicacy,Food,2386,Central Business District
restaurant,49.28766632080078,-123.12189483642578,Symphonie,Food,2387,Central Business District
cafe,49.24946594238281,-123.11564636230469,Tim Hortons,Food,2388,South Cambie
cafe,49.2636833190918,-123.23934173583984,The Original Beanery,Food,2389,West Point Grey
restaurant,49.2501335144043,-123.0765151977539,Do Chay,Food,2390,Kensington-Cedar Cottage
cafe,49.25779724121094,-123.10092163085938,Kind Cafe,Food,2391,Mount Pleasant
bank,49.25883483886719,-123.10137176513672,G&F Financial Group,Business,2392,Mount Pleasant
cafe,49.26333999633789,-123.13265228271484,Fufú Café,Food,2393,Fairview
cafe,49.285789489746094,-123.12690734863281,Castella Cheesecake,Food,2394,West End
restaurant,49.285587310791016,-123.12380981445312,Market by Jean-Georges,Food,2395,West End
restaurant,49.28693389892578,-123.12466430664062,Freshii,Food,2396,Central Business District
restaurant,49.27976989746094,-123.12992858886719,Joe's Grill,Food,2397,West End
fast_food,49.279518127441406,-123.1301040649414,Vera's Burger Shack,Food,2398,West End
cafe,49.27875518798828,-123.1301040649414,Molli Cafe,Food,2399,West End
cafe,49.2803840637207,-123.13093566894531,Starbucks,Food,2400,West End
restaurant,49.23974609375,-123.02993774414062,Sushi Taku,Food,2401,Renfrew-Collingwood
bank,49.234195709228516,-123.03559112548828,Vancity,Business,2402,Renfrew-Collingwood
restaurant,49.265045166015625,-123.0242691040039,Knight & Day Restaurant,Food,2403,Renfrew-Collingwood
bank,49.25785446166992,-123.03406524658203,BMO,Business,2404,Renfrew-Collingwood
restaurant,49.248233795166016,-123.10089874267578,Boiling Point,Food,2405,Riley Park
restaurant,49.249088287353516,-123.10140228271484,Zakkushi Dining on Main,Food,2406,Riley Park
cafe,49.25197982788086,-123.10076904296875,Hayan Mug,Food,2407,Riley Park
restaurant,49.25188446044922,-123.10076141357422,Sushi Main,Food,2408,Riley Park
cafe,49.24632263183594,-123.10142517089844,KingSize Bubble Tea & Games,Food,2409,Riley Park
restaurant,49.24646759033203,-123.10140991210938,Trilussa Pizza & Pane,Food,2410,Riley Park
fast_food,49.246864318847656,-123.10139465332031,Freshslice Pizza,Food,2411,Riley Park
restaurant,49.24781799316406,-123.10091400146484,Rocky Mountain Flatbread,Food,2412,Riley Park
restaurant,49.24795913696289,-123.10090637207031,The Reef,Food,2413,Riley Park
restaurant,49.246089935302734,-123.10102844238281,The Shameful Tiki Room,Food,2414,Riley Park
restaurant,49.24643325805664,-123.10102081298828,GRUB,Food,2415,Riley Park
cafe,49.24188232421875,-123.1016616821289,Matchstick,Food,2416,Riley Park
restaurant,49.25868225097656,-123.10088348388672,Hyde Restaurant & Lounge,Food,2417,Mount Pleasant
fast_food,49.259422302246094,-123.10087585449219,Dairy Queen,Food,2418,Mount Pleasant
restaurant,49.25958251953125,-123.10086822509766,Marutama Ramen,Food,2419,Mount Pleasant
restaurant,49.26103591918945,-123.10176849365234,Dock Lunch,Food,2420,Mount Pleasant
restaurant,49.263790130615234,-123.1007080078125,Soil Restaurant,Food,2421,Mount Pleasant
restaurant,49.26344680786133,-123.11650085449219,Benkei Ramen,Food,2422,Fairview
restaurant,49.26309585571289,-123.11680603027344,Hokkaido Ramen Santouka,Food,2423,Fairview
restaurant,49.263153076171875,-123.10474395751953,Indochine Kitchen + Bar,Food,2424,Mount Pleasant
restaurant,49.263187408447266,-123.10620880126953,Bogo Korean Kitchen,Food,2425,Mount Pleasant
restaurant,49.26636505126953,-123.10458374023438,Tacofino Ocho,Food,2426,Mount Pleasant
cafe,49.30842208862305,-123.04206085205078,JJ Bean Coffee Roasters,Food,2427,Hastings-Sunrise
restaurant,49.310081481933594,-123.04171752929688,Mumbai Masala,Food,2428,Hastings-Sunrise
bank,49.308475494384766,-123.04080963134766,TD Canada Trust,Business,2429,Hastings-Sunrise
cafe,49.3087158203125,-123.04238891601562,Starbucks,Food,2430,Hastings-Sunrise
cafe,49.312049865722656,-123.07954406738281,The Green Moustache Organic Café,Food,2431,Strathcona
restaurant,49.31222152709961,-123.07718658447266,Il Castello Pizzeria,Food,2432,Grandview-Woodland
restaurant,49.31060791015625,-123.08026885986328,Burgoo Bistro,Food,2433,Strathcona
restaurant,49.31068420410156,-123.0802001953125,Anatoli Souvlaki,Food,2434,Strathcona
restaurant,49.31083297729492,-123.08002471923828,The District Brasserie,Food,2435,Strathcona
fast_food,49.31023025512695,-123.08360290527344,McDonald's,Food,2436,Strathcona
cafe,49.30997848510742,-123.08279418945312,CACAO 70 Sweet House,Food,2437,Strathcona
restaurant,49.311912536621094,-123.07833099365234,Kokoro Tokyo Mazesoba,Food,2438,Strathcona
restaurant,49.31236267089844,-123.07930755615234,Colosseum Pizza,Food,2439,Strathcona
cafe,49.263641357421875,-123.12207794189453,Tony's Coffee,Food,2440,Fairview
fast_food,49.2638053894043,-123.18544006347656,Mac Falafel,Food,2441,Kitsilano
restaurant,49.25542449951172,-123.11534118652344,Tokyo John,Food,2442,Riley Park
bar,49.28474426269531,-123.11450958251953,One Under Vancouver,Nightlife,2443,Central Business District
bar,49.289794921875,-123.12126159667969,TAP shack Eatery,Nightlife,2444,Central Business District
cafe,49.232398986816406,-123.02550506591797,Sharetea,Food,2445,Renfrew-Collingwood
cafe,49.25560760498047,-123.11492919921875,TTOB,Food,2446,Riley Park
restaurant,49.25526428222656,-123.11494445800781,Indian Junction Bar & Grill,Food,2447,Riley Park
restaurant,49.25541305541992,-123.11495208740234,Pho Xe Lua 24,Food,2448,Riley Park
restaurant,49.25553512573242,-123.11493682861328,Café Gloucester,Food,2449,Riley Park
fast_food,49.2703971862793,-123.10598754882812,Subway,Food,2450,Mount Pleasant
bank,49.26995849609375,-123.10616302490234,Scotiabank,Business,2451,Mount Pleasant
cafe,49.26968765258789,-123.10635375976562,The Bubble Tea Shop,Food,2452,Mount Pleasant
cafe,49.26946258544922,-123.10637664794922,Blenz Coffee,Food,2453,Mount Pleasant
bank,49.26948928833008,-123.10681915283203,BMO Bank of Montreal,Business,2454,Mount Pleasant
restaurant,49.26871871948242,-123.11099243164062,Clubhouse Japanese Restaurant,Food,2455,Mount Pleasant
restaurant,49.2646369934082,-123.11507415771484,Pepper Lunch,Food,2456,Fairview
cafe,49.26423263549805,-123.11448669433594,Starbucks,Food,2457,Mount Pleasant
restaurant,49.26383590698242,-123.1137924194336,Uma Sushi,Food,2458,Mount Pleasant
restaurant,49.26308059692383,-123.12641906738281,Johnny Rockets,Food,2459,Fairview
restaurant,49.27079772949219,-123.14669036865234,Annalena,Food,2460,Kitsilano
restaurant,49.27059555053711,-123.14771270751953,Cacao,Food,2461,Kitsilano
cafe,49.28127670288086,-123.04649353027344,Tim Hortons,Food,2462,Hastings-Sunrise
restaurant,49.28098678588867,-123.02600860595703,The Workshop Vegetarian Cafe,Food,2463,Hastings-Sunrise
bar,49.26390838623047,-123.10552215576172,33 Brewing Experiment,Nightlife,2464,Mount Pleasant
bar,49.26390838623047,-123.10531616210938,33 Acres Brewing,Nightlife,2465,Mount Pleasant
cafe,49.285335540771484,-123.11222076416016,Sciué,Food,2466,Central Business District
cafe,49.270111083984375,-123.10919189453125,JJ Bean,Food,2467,Mount Pleasant
restaurant,49.26609420776367,-123.2430419921875,5 Tastes,Food,2468,West Point Grey
fast_food,49.26578903198242,-123.24321746826172,Vera's Burgers,Food,2469,West Point Grey
fast_food,49.26591491699219,-123.24317169189453,Subway,Food,2470,West Point Grey
fast_food,49.2664680480957,-123.2433853149414,A&W,Food,2471,West Point Grey
fast_food,49.266456604003906,-123.24348449707031,Pizza Garden,Food,2472,West Point Grey
restaurant,49.312477111816406,-123.07775115966797,Sushi Bella,Food,2473,Grandview-Woodland
cafe,49.28768539428711,-123.12049865722656,Caffè Artigiano,Food,2474,Central Business District
cafe,49.27928161621094,-123.11693572998047,Starbucks,Food,2475,Central Business District
cafe,49.27725601196289,-123.11873626708984,Starbucks,Food,2476,Central Business District
cafe,49.27680969238281,-123.11483764648438,Starbucks,Food,2477,Central Business District
fast_food,49.28083419799805,-123.03050994873047,McDonald's,Food,2478,Hastings-Sunrise
pub,49.28095245361328,-123.02384185791016,Oscar's Pub,Nightlife,2479,Hastings-Sunrise
cafe,49.28099060058594,-123.04883575439453,Chatime,Food,2480,Hastings-Sunrise
restaurant,49.262962341308594,-123.09860229492188,The Black Lodge,Food,2481,Mount Pleasant
restaurant,49.28219985961914,-123.10274505615234,La Mezcaleria,Food,2482,Central Business District
restaurant,49.2701301574707,-123.06942749023438,La Mezcaleria,Food,2483,Grandview-Woodland
cafe,49.25825881958008,-123.10088348388672,JJ Bean,Food,2484,Mount Pleasant
restaurant,49.264347076416016,-123.17723083496094,Thai Basil,Food,2485,Kitsilano
bicycle_rental,49.261146545410156,-123.0974349975586,11th & Kingsway,Transportation,2486,Mount Pleasant
bicycle_rental,49.28581619262695,-123.13788604736328,Cardero & Pendrell,Transportation,2487,West End
restaurant,49.249267578125,-123.07450103759766,Ashiana Tandoori,Food,2488,Kensington-Cedar Cottage
restaurant,49.31319046020508,-123.08414459228516,5 de mayo Mexican food,Food,2489,Strathcona
cafe,49.2357063293457,-123.18550872802734,Q Coffee,Food,2490,Dunbar-Southlands
cafe,49.272090911865234,-123.13496398925781,Siegel's Bagels,Food,2491,Fairview
fast_food,49.25798797607422,-123.16856384277344,Subway,Food,2492,Kitsilano
fast_food,49.24456787109375,-123.15379333496094,Subway,Food,2493,Arbutus Ridge
bank,49.26404571533203,-123.21179962158203,TD Canada Trust,Business,2494,West Point Grey
restaurant,49.26420593261719,-123.16862487792969,Pho Japolo,Food,2495,Kitsilano
restaurant,49.270538330078125,-123.14736938476562,Rocky Mountain Flatbread Co.,Food,2496,Kitsilano
restaurant,49.256324768066406,-123.18494415283203,Jethro's Fine Grub,Food,2497,Dunbar-Southlands
cafe,49.256141662597656,-123.18551635742188,Tim Hortons,Food,2498,Dunbar-Southlands
restaurant,49.255977630615234,-123.18492126464844,Kuma,Food,2499,Dunbar-Southlands
restaurant,49.220821380615234,-123.06610107421875,Grand Chinese Hotpot,Food,2500,Victoria-Fraserview
restaurant,49.26005935668945,-123.1013412475586,Maizal RMF,Food,2501,Mount Pleasant
cafe,49.28306579589844,-123.116455078125,Tim Hortons,Food,2502,Central Business District
pub,49.30982208251953,-123.0735855102539,Finch and Barley,Nightlife,2503,Grandview-Woodland
bicycle_rental,49.277706146240234,-123.09172821044922,Princess & Union,Transportation,2504,Strathcona
bar,49.309593200683594,-123.07305145263672,North Point Tasting Room,Nightlife,2505,Grandview-Woodland
ice_cream,49.28481674194336,-123.124755859375,Perverted Ice-Cream,Food,2506,West End
place_of_worship,49.28105163574219,-123.13048553466797,Central Presbyterian Church,Attraction,2507,West End
restaurant,49.28870391845703,-123.13082122802734,The Captain's Boil,Food,2508,West End
restaurant,49.288631439208984,-123.13066864013672,Ramen Koika,Food,2509,West End
bank,49.27935028076172,-123.09994506835938,BMO,Business,2510,Central Business District
bicycle_rental,49.26423263549805,-123.07386016845703,7th & Woodland,Transportation,2511,Grandview-Woodland
fast_food,49.26333236694336,-123.13291931152344,Subway,Food,2512,Fairview
fast_food,49.26333236694336,-123.1328353881836,Panago,Food,2513,Fairview
restaurant,49.28050994873047,-123.13167572021484,Samurai,Food,2514,West End
restaurant,49.263694763183594,-123.13642883300781,Shin Ju,Food,2515,Fairview
cafe,49.270206451416016,-123.1363754272461,Pedro's Organic Coffee House,Food,2516,Fairview
restaurant,49.23936080932617,-123.0655746459961,Western Lake,Food,2517,Kensington-Cedar Cottage
restaurant,49.25788879394531,-123.11459350585938,Shiro Japanese Restaurant,Food,2518,Mount Pleasant
cafe,49.25663375854492,-123.24002838134766,Field House Cafe,Food,2519,West Point Grey
fast_food,49.288421630859375,-123.13986206054688,Nat's New York Pizzeria,Food,2520,West End
restaurant,49.288368225097656,-123.13994598388672,Kitaya,Food,2521,West End
cafe,49.28190994262695,-123.10565948486328,Lost + Found Cafe,Food,2522,Central Business District
pub,49.278926849365234,-123.12313079833984,The Beaver Taphouse,Nightlife,2523,Central Business District
cafe,49.28125,-123.08528137207031,Prototype Coffee,Food,2524,Strathcona
cafe,49.285850524902344,-123.12699890136719,Prime's Thai Tea,Food,2525,West End
restaurant,49.29066848754883,-123.1339111328125,Nero Belgian Waffle Bar,Food,2526,West End
fast_food,49.28007888793945,-123.13095092773438,Beetbox,Food,2527,West End
pub,49.27801513671875,-123.09959411621094,Brickhouse,Nightlife,2528,Strathcona
cafe,49.247894287109375,-123.0899658203125,Eclettico Art & Coffee,Food,2529,Kensington-Cedar Cottage
restaurant,49.247825622558594,-123.09036254882812,Grand View Szechuan Restaurant,Food,2530,Kensington-Cedar Cottage
restaurant,49.247135162353516,-123.09037017822266,Egg & Co.,Food,2531,Riley Park
bank,49.205810546875,-123.03130340576172,Scotiabank,Business,2532,Killarney
bank,49.20659255981445,-123.0306625366211,TD Canada Trust,Business,2533,Killarney
restaurant,49.2059211730957,-123.02987670898438,Sushi Mura,Food,2534,Killarney
restaurant,49.23163604736328,-123.15584564208984,Chi Noodle Bar,Food,2535,Kerrisdale
cafe,49.23109436035156,-123.1558609008789,Chatime,Food,2536,Kerrisdale
restaurant,49.234474182128906,-123.15619659423828,Baoguette Vietnamese Bistro,Food,2537,Arbutus Ridge
restaurant,49.23479080200195,-123.15933990478516,La Vita,Food,2538,Arbutus Ridge
restaurant,49.234779357910156,-123.15909576416016,Sofra Mediterranean Kitchen,Food,2539,Arbutus Ridge
bank,49.234474182128906,-123.16017150878906,BlueShore Financial,Business,2540,Kerrisdale
cafe,49.23469543457031,-123.15380859375,Chase Tea,Food,2541,Shaughnessy
restaurant,49.234405517578125,-123.15293884277344,Chef Hung Taiwanese Beef Noodle,Food,2542,Shaughnessy
restaurant,49.264373779296875,-123.13674926757812,Mixxbao Taiwanese Fusion,Food,2543,Fairview
restaurant,49.258544921875,-123.13851928710938,Breakfast Table,Food,2544,Fairview
restaurant,49.26350784301758,-123.1416244506836,Suika Japanese Restaurant,Food,2545,Fairview
restaurant,49.2636604309082,-123.15357208251953,Z&W Shanghai Kitchen,Food,2546,Kitsilano
restaurant,49.263668060302734,-123.15418243408203,Temaki Sushi,Food,2547,Kitsilano
cafe,49.23060607910156,-123.0908203125,Off the Grid Waffle Cafe,Food,2548,Sunset
restaurant,49.26918411254883,-123.04535675048828,East One Seafood Restaurant,Food,2549,Hastings-Sunrise
cafe,49.27057647705078,-123.14805603027344,Be Fresh Market,Food,2550,Kitsilano
restaurant,49.25862503051758,-123.02754211425781,Triple O’s,Food,2551,Renfrew-Collingwood
cafe,49.27305603027344,-123.15746307373047,Kitsilano Beach Cafe,Food,2552,Kitsilano
restaurant,49.27949142456055,-123.1143569946289,Triple O’s,Food,2553,Central Business District
cafe,49.23192596435547,-123.11686706542969,Starbucks,Food,2554,Oakridge
restaurant,49.259735107421875,-123.13922882080078,The Stable House Bistro,Food,2555,Fairview
restaurant,49.28471374511719,-123.12320709228516,COAST Restaurant,Food,2556,West End
restaurant,49.28148651123047,-123.05621337890625,Sushi Nanaimo,Food,2557,Hastings-Sunrise
fast_food,49.27885055541992,-123.11569213867188,McDonald's,Food,2558,Central Business District
restaurant,49.26817321777344,-123.14727020263672,Romer's,Food,2559,Kitsilano
restaurant,49.26816177368164,-123.1465072631836,Bibo,Food,2560,Kitsilano
restaurant,49.26816177368164,-123.14640045166016,Ramen Danbo,Food,2561,Kitsilano
fast_food,49.26816940307617,-123.1469955444336,Noodle Box,Food,2562,Kitsilano
restaurant,49.26316833496094,-123.12059783935547,Pacific Poke,Food,2563,Fairview
cafe,49.25968933105469,-123.04389953613281,Starbucks,Food,2564,Renfrew-Collingwood
cafe,49.258602142333984,-123.03070831298828,Starbucks,Food,2565,Renfrew-Collingwood
restaurant,49.25843048095703,-123.03068542480469,Boston Pizza,Food,2566,Renfrew-Collingwood
restaurant,49.281314849853516,-123.04835510253906,Bao Chau,Food,2567,Hastings-Sunrise
cafe,49.28214645385742,-123.1185531616211,Tim Hortons,Food,2568,Central Business District
restaurant,49.27534103393555,-123.1211166381836,Bistro Sakana,Food,2569,Central Business District
restaurant,49.275245666503906,-123.12077331542969,Minami Yaletown,Food,2570,Central Business District
restaurant,49.275596618652344,-123.12030792236328,Hula,Food,2571,Central Business District
restaurant,49.26205062866211,-123.03324890136719,SushiHolic,Food,2572,Hastings-Sunrise
bank,49.241371154785156,-123.05745697021484,RBC,Business,2573,Renfrew-Collingwood
fast_food,49.24152374267578,-123.05776977539062,Subway,Food,2574,Renfrew-Collingwood
cafe,49.244529724121094,-123.12572479248047,Second Cup,Food,2575,Shaughnessy
cafe,49.24584197998047,-123.12693786621094,Bean Around the World,Food,2576,South Cambie
clock,49.2851448059082,-123.11400604248047,Birks Clock,Attraction,2577,Central Business District
restaurant,49.25725555419922,-123.08954620361328,Les Faux Bourgeois,Food,2578,Mount Pleasant
fast_food,49.27412796020508,-123.12187194824219,Jugo Juice,Food,2579,Central Business District
restaurant,49.27410125732422,-123.12195587158203,Salsa and Agave Mexican Grill,Food,2580,Central Business District
fast_food,49.2740364074707,-123.12226104736328,Subway,Food,2581,Central Business District
fast_food,49.274017333984375,-123.12234497070312,DQ Orange Julius,Food,2582,Central Business District
restaurant,49.25055694580078,-123.07730865478516,Po Kong,Food,2583,Kensington-Cedar Cottage
fast_food,49.279869079589844,-123.10688018798828,Blazing Sushi,Food,2584,Central Business District
restaurant,49.281253814697266,-123.02739715576172,Just Waffles,Food,2585,Hastings-Sunrise
restaurant,49.227970123291016,-123.09088134765625,Indochine Kitchen + Bar,Food,2586,Sunset
restaurant,49.227012634277344,-123.09090423583984,So Hyang Korean Cuisine,Food,2587,Sunset
restaurant,49.25133514404297,-123.1272964477539,Sabra Kosher Bakery & Restaurant,Food,2588,Shaughnessy
restaurant,49.23148727416992,-123.11912536621094,Peninsula Seafood Restaurant,Food,2589,Oakridge
bank,49.23222732543945,-123.11936950683594,BMO Bank of Montreal,Business,2590,Oakridge
bank,49.23149108886719,-123.11859130859375,Scotiabank,Business,2591,Oakridge
restaurant,49.22574996948242,-123.1011734008789,Main Kabab Hut,Food,2592,Sunset
bank,49.26937484741211,-123.10448455810547,RBC,Business,2593,Mount Pleasant
restaurant,49.26937484741211,-123.10408020019531,Hon's Wonton House,Food,2594,Mount Pleasant
cafe,49.27006149291992,-123.1034927368164,Boba Essence,Food,2595,Mount Pleasant
cafe,49.27037811279297,-123.10090637207031,Railtown Café,Food,2596,Mount Pleasant
restaurant,49.2791748046875,-123.09735107421875,Kokomo,Food,2597,Strathcona
restaurant,49.279571533203125,-123.09949493408203,Rhinofish Noodle Bar,Food,2598,Strathcona
ice_cream,49.28046417236328,-123.09861755371094,Umaluna Dairy-Free Gelato,Food,2599,Strathcona
cafe,49.28025436401367,-123.09883117675781,Aubade Coffee,Food,2600,Strathcona
bar,49.28044509887695,-123.0976791381836,La Boqueria,Nightlife,2601,Strathcona
restaurant,49.280460357666016,-123.09814453125,Kissa Tanto,Food,2602,Strathcona
restaurant,49.2818489074707,-123.10417175292969,Pidgin,Food,2603,Central Business District
restaurant,49.28264617919922,-123.10453033447266,Bauhaus,Food,2604,Central Business District
library,49.26124954223633,-123.24919128417969,Computer Science Reading Room,Leisure,2605,West Point Grey
marketplace,49.24260711669922,-123.1043472290039,Vancouver Farmers Market,Leisure,2606,Riley Park
marketplace,49.28306198120117,-123.04235076904297,Vancouver Farmers Market,Leisure,2607,Hastings-Sunrise
bicycle_rental,49.26197052001953,-123.09734344482422,10th & Kingsway,Transportation,2608,Mount Pleasant
cafe,49.25715637207031,-123.12178802490234,Willow Cafe & Bakery,Food,2609,Fairview
fast_food,49.279197692871094,-123.11678314208984,Big G,Food,2610,Central Business District
restaurant,49.27916717529297,-123.11674499511719,Sushi Bros,Food,2611,Central Business District
fast_food,49.27909851074219,-123.11663055419922,Brooklyn NYC Pizzeria,Food,2612,Central Business District
bank,49.274322509765625,-123.12113952636719,RBC,Business,2613,Central Business District
fast_food,49.2859001159668,-123.11228942871094,A&W,Food,2614,Central Business District
fast_food,49.28590774536133,-123.11196899414062,Subway,Food,2615,Central Business District
cafe,49.285858154296875,-123.11186218261719,Jugo Juice,Food,2616,Central Business District
cafe,49.288330078125,-123.11268615722656,Coal Harbour Cafe,Food,2617,Central Business District
cafe,49.27213668823242,-123.13380432128906,GI Gelato & Coffee House,Food,2618,Fairview
library,49.228736877441406,-123.11686706542969,Multimedia Library AFV,Leisure,2619,Oakridge
cafe,49.29073715209961,-123.13400268554688,Comebuy Bubble Tea,Food,2620,West End
restaurant,49.2914924621582,-123.13520050048828,Pacific Poke,Food,2621,West End
restaurant,49.26121139526367,-123.09761047363281,Sprezzatura,Food,2622,Mount Pleasant
restaurant,49.26472091674805,-123.10063171386719,Como Taperia,Food,2623,Mount Pleasant
bank,49.264259338378906,-123.17105102539062,G&F Financial Group,Business,2624,Kitsilano
cafe,49.26422882080078,-123.16943359375,Kung Fu Tea,Food,2625,Kitsilano
restaurant,49.264244079589844,-123.1703109741211,Great Wall Mongolian BBQ,Food,2626,Kitsilano
cafe,49.26393508911133,-123.16791534423828,Baroness Bubble Tea,Food,2627,Kitsilano
cafe,49.26395797729492,-123.20958709716797,YiFang Taiwan Fruit Tea,Food,2628,West Point Grey
